1.773854	1.777188	1.615938	1.639479	1.635382	1.615938	1.777188	9.98%	2011-01-28	63638400
1.645938	1.67625	1.609375	1.66375	1.659592	1.609375	1.67625	4.16%	2011-01-31	39993600
1.702083	1.767708	1.695625	1.756146	1.751757	1.695625	1.767708	4.25%	2011-02-01	50860800
1.746875	1.76625	1.737188	1.748229	1.74386	1.737188	1.76625	1.67%	2011-02-02	23030400
1.738542	1.764479	1.696563	1.755	1.750614	1.696563	1.764479	4.00%	2011-02-03	32889600
1.759479	1.789583	1.743542	1.786667	1.782202	1.743542	1.789583	2.64%	2011-02-04	33984000
1.797813	1.840521	1.788958	1.812604	1.808074	1.788958	1.840521	2.88%	2011-02-07	25948800
1.813229	1.85125	1.804167	1.85125	1.846624	1.804167	1.85125	2.61%	2011-02-08	33494400
1.838958	1.855208	1.821979	1.84	1.835402	1.821979	1.855208	1.82%	2011-02-09	32601600
1.809375	1.852708	1.796875	1.848958	1.844337	1.796875	1.852708	3.11%	2011-02-10	35520000
1.831875	1.888021	1.822917	1.886875	1.882159	1.822917	1.888021	3.57%	2011-02-11	23635200
1.886458	1.9075	1.881458	1.89875	1.894005	1.881458	1.9075	1.38%	2011-02-14	14908800
1.888229	1.898021	1.866875	1.893854	1.889121	1.866875	1.898021	1.67%	2011-02-15	23308800
1.90875	1.944063	1.905938	1.928854	1.924034	1.905938	1.944063	2.00%	2011-02-16	35280000
1.900417	1.9375	1.896875	1.927188	1.922372	1.896875	1.9375	2.14%	2011-02-17	21686400
1.928333	1.936042	1.893438	1.91625	1.911461	1.893438	1.936042	2.25%	2011-02-18	32044800
1.839792	1.854167	1.739583	1.7475	1.743133	1.739583	1.854167	6.59%	2011-02-22	60460800
1.746979	1.765729	1.665208	1.704375	1.700116	1.665208	1.765729	6.04%	2011-02-23	48566400
1.716354	1.745833	1.666667	1.728646	1.724326	1.666667	1.745833	4.75%	2011-02-24	80131200
1.760833	1.810208	1.755833	1.802708	1.798203	1.755833	1.810208	3.10%	2011-02-25	27086400
1.823333	1.84125	1.783125	1.815833	1.811295	1.783125	1.84125	3.26%	2011-02-28	26078400
1.840208	1.840208	1.713542	1.728542	1.724222	1.713542	1.840208	7.39%	2011-03-01	30724800
1.725208	1.788542	1.72375	1.752917	1.748536	1.72375	1.788542	3.76%	2011-03-02	28526400
1.803958	1.867083	1.80375	1.8575	1.852858	1.80375	1.867083	3.51%	2011-03-03	33206400
1.858333	1.858333	1.79375	1.83	1.825427	1.79375	1.858333	3.60%	2011-03-04	27355200
1.852917	1.856042	1.707917	1.757083	1.752692	1.707917	1.856042	8.67%	2011-03-07	34392000
1.747083	1.800833	1.71875	1.775417	1.77098	1.71875	1.800833	4.78%	2011-03-08	32193600
1.760833	1.763125	1.712708	1.739583	1.735236	1.712708	1.763125	2.94%	2011-03-09	24264000
1.677917	1.692708	1.638958	1.66	1.655851	1.638958	1.692708	3.28%	2011-03-10	43723200
1.632292	1.701875	1.629792	1.687708	1.68349	1.629792	1.701875	4.42%	2011-03-11	25636800
1.660208	1.697917	1.633542	1.67125	1.667073	1.633542	1.697917	3.94%	2011-03-14	19728000
1.5225	1.630417	1.507292	1.602917	1.598911	1.507292	1.630417	8.17%	2011-03-15	46963200
